timestamp,host,platform,git_commit,llama_bench_version,model_file,model_name,quant,arch,split,file_bytes,n_params,n_active_params,n_layers,n_kv_heads,head_dim,n_expert,n_expert_used,n_gpu_layers,n_prompt,n_gen,n_depth,n_threads,flash_attn,type_k,type_v,n_batch,n_ubatch,test,avg_ts,stddev_ts,avg_ns,stddev_ns,samples_ts,settle_s,repetitions,backend,error
2026-08-30T04:29:36.476402-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q4_K_M.gguf,Qwen3.5-9B-Q4_K_M,Q4_K_M,qwen35,,5680522464,8953803264,8953803264,32,4,256,0,0,99,0,128,0,12,1,f16,f16,2048,512,,22.431849,2.200972,5751023225,3763277262,"[19.893, 20.4806, 22.663, 24.5392, 24.5835]",45.0,5,"BLAS,MTL",
2026-08-30T04:29:36.476402-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q4_K_M.gguf,Qwen3.5-9B-Q4_K_M,Q4_K_M,qwen35,,5680522464,8953803264,8953803264,32,4,256,0,0,99,512,0,4096,12,1,f16,f16,2048,512,,327.353963,7.973534,1564816949,39043794,"[314.089, 331.807, 332.424, 332.817, 325.633]",45.0,5,"BLAS,MTL",
2026-08-30T04:29:36.476402-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q4_K_M.gguf,Qwen3.5-9B-Q4_K_M,Q4_K_M,qwen35,,5680522464,8953803264,8953803264,32,4,256,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,22.821216,1.777644,5636091916,439123187,"[25.3646, 22.7017, 23.2689, 20.428, 22.3429]",45.0,5,"BLAS,MTL",
2026-08-30T04:29:36.476402-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q4_K_M.gguf,Qwen3.5-9B-Q4_K_M,Q4_K_M,qwen35,,5680522464,8953803264,8953803264,32,4,256,0,0,99,512,0,16384,12,1,f16,f16,2048,512,,285.532552,46.85408,1829659191,280380681,"[358.166, 240.936, 247.407, 288.101, 293.053]",45.0,5,"BLAS,MTL",
2026-08-30T04:29:36.476402-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q4_K_M.gguf,Qwen3.5-9B-Q4_K_M,Q4_K_M,qwen35,,5680522464,8953803264,8953803264,32,4,256,0,0,99,0,128,16384,12,1,f16,f16,2048,512,,22.495779,1.360956,5706379233,339816163,"[24.4951, 22.9434, 22.4289, 20.8733, 21.7381]",45.0,5,"BLAS,MTL",
2026-08-30T04:49:19.345756-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q8_0.gguf,Qwen3.5-9B-Q8_0,Q8_0,qwen35,,9527502048,8953803264,8953803264,32,4,256,0,0,99,512,0,0,12,1,f16,f16,2048,512,,237.987778,52.834712,2270835008,677743500,"[147.852, 269.85, 279.195, 256.08, 236.963]",45.0,5,"BLAS,MTL",
2026-08-30T04:49:19.345756-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q8_0.gguf,Qwen3.5-9B-Q8_0,Q8_0,qwen35,,9527502048,8953803264,8953803264,32,4,256,0,0,99,0,128,0,12,1,f16,f16,2048,512,,18.46109,0.738137,6942859250,292567200,"[17.1542, 18.9193, 18.8468, 18.7458, 18.6393]",45.0,5,"BLAS,MTL",
2026-08-30T04:49:19.345756-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q8_0.gguf,Qwen3.5-9B-Q8_0,Q8_0,qwen35,,9527502048,8953803264,8953803264,32,4,256,0,0,99,512,0,4096,12,1,f16,f16,2048,512,,319.154366,29.8415,1615353766,148785425,"[303.743, 305.456, 285.576, 345.78, 355.216]",45.0,5,"BLAS,MTL",
2026-08-30T04:49:19.345756-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q8_0.gguf,Qwen3.5-9B-Q8_0,Q8_0,qwen35,,9527502048,8953803264,8953803264,32,4,256,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,18.438787,0.452563,6945218366,169643247,"[19.0989, 18.5557, 18.4177, 17.8563, 18.2654]",45.0,5,"BLAS,MTL",
2026-08-30T04:49:19.345756-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q8_0.gguf,Qwen3.5-9B-Q8_0,Q8_0,qwen35,,9527502048,8953803264,8953803264,32,4,256,0,0,99,512,0,16384,12,1,f16,f16,2048,512,,308.79018,44.155066,1683657266,225230351,"[378.434, 260.941, 290.328, 319.623, 294.625]",45.0,5,"BLAS,MTL",
